year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,id,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
2017,TN,macon,macon_TN,0.12,2790,1.3,SNAP,1.85,Other Nutrition Program,0.661,0.175,0.164,1521000,3.19,0.187,1060,0.85,0.15,37083,36.52,-86.03,0500000US47111,17124,1055,1256,9014,2782,1409,1263,345,24079,22291,1788,24079,23288,791,8719,1894,2097,1556,2170,709,214,79,23723,5084,5084,0,15386,12435,2951,3253,3253,0,null,null,null,null,null,null,null,null
2017,TN,madison,madison_TN,0.175,17150,1.3,SNAP,1.85,Other Nutrition Program,0.565,0.126,0.308,8418000,2.88,0.201,4480,0.66,0.34,38301,35.63,-88.82,0500000US47113,64159,3309,4504,23651,12306,3797,9586,7006,97643,93870,3773,97643,96411,1232,36343,7388,8861,6088,8044,3713,1000,1249,96311,23102,21828,1274,57743,50358,7385,15466,15466,0,null,null,null,null,null,null,null,null
2017,TN,marion,marion_TN,0.128,3640,1.3,SNAP,1.85,Other Nutrition Program,0.585,0.082,0.333,2014000,3.24,0.208,1260,0.68,0.33,37340,35.01,-85.5,0500000US47115,19820,1417,1129,7690,4128,1939,2620,897,28425,28277,148,null,null,null,11451,2108,2437,2063,2707,1397,420,319,28161,6407,6150,257,16489,14735,1754,5265,5265,0,null,null,null,null,null,null,null,null
2017,TN,marshall,marshall_TN,0.113,3580,1.3,SNAP,1.85,Other Nutrition Program,0.55,0.213,0.237,1861000,3.05,0.171,1290,0.81,0.19,37019,35.4,-86.71,0500000US47117,22830,969,2166,10883,4427,1417,1888,1080,32931,31238,1693,32931,31866,1065,11651,2002,2549,2180,3271,1242,385,22,32602,8185,7741,444,19410,17122,2288,5007,5007,0,null,null,null,null,null,null,null,null
2017,TN,maury,maury_TN,0.117,10240,1.3,SNAP,1.85,Other Nutrition Program,0.508,0.151,0.341,5367000,3.07,0.168,3480,0.66,0.34,37174,35.74,-86.92,0500000US47119,62355,1683,4614,24440,12165,4534,10383,4536,92163,86780,5383,92163,89521,2642,33900,4892,7267,5442,8180,6158,1045,916,90911,22922,21858,1064,54615,46884,7731,13374,13374,0,92163,77627,10249,0,1048,148,1081,2010
2017,TN,meigs,meigs_TN,0.125,1480,1.3,SNAP,1.85,Other Nutrition Program,0.589,0.186,0.225,808000,3.2,0.215,530,0.79,0.21,37322,35.52,-84.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,monroe,monroe_TN,0.128,5830,1.3,SNAP,1.85,Other Nutrition Program,0.69,0.141,0.169,3215000,3.23,0.216,2170,0.82,0.18,37314,35.26,-84.3,0500000US47123,31920,2400,4550,11657,6868,2468,2433,1544,46240,44118,2122,46240,46170,70,18014,4260,4129,4278,3561,1186,280,320,45735,11148,10800,348,25485,22829,2656,9102,9102,0,46240,43154,1304,114,232,0,560,876
2017,TN,montgomery,montgomery_TN,0.136,26200,1.3,SNAP,1.85,Other Nutrition Program,0.504,0.196,0.299,13906000,3.11,0.173,8970,0.72,0.28,37040,36.56,-87.34,0500000US47125,123869,3647,6445,32049,34991,11964,21700,13073,200182,179977,20205,200182,196510,3672,73690,11497,13445,12907,18932,11017,3212,2680,186329,55969,54192,1777,112883,98756,14127,17477,17410,67,200182,141330,39184,792,3663,871,3115,11227
2017,TN,moore,moore_TN,0.086,540,1.3,SNAP,1.85,Other Nutrition Program,0.41,0.269,0.321,280000,3.03,0.155,200,0.74,0.26,37352,35.28,-86.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,morgan,morgan_TN,0.14,3040,1.3,SNAP,1.85,Other Nutrition Program,0.604,0.12,0.277,1584000,3.05,0.228,960,0.92,0.08,37719,36.03,-84.41,0500000US47129,16776,688,1851,9929,2602,556,742,408,21636,21285,351,null,null,null,7806,2220,1745,1898,1161,622,55,105,19003,3736,3736,0,10776,8414,2362,4491,4491,0,null,null,null,null,null,null,null,null
2017,TN,obion,obion_TN,0.159,4870,1.3,SNAP,1.85,Other Nutrition Program,0.656,0.143,0.201,2623000,3.16,0.233,1570,0.85,0.15,38232,36.33,-89.29,0500000US47131,20947,1434,2751,8808,4051,1256,1808,839,30385,29068,1317,30385,30131,254,12545,3465,3725,1797,2651,764,127,16,29954,7287,6843,444,17077,14474,2603,5590,5590,0,30385,25735,3032,0,349,0,569,700
2017,TN,overton,overton_TN,0.127,2790,1.3,SNAP,1.85,Other Nutrition Program,0.656,0.145,0.199,1569000,3.29,0.207,1040,0.8,0.2,38541,36.51,-85.32,0500000US47133,14882,1503,1558,6854,2600,766,1089,512,22012,21672,340,22012,21890,122,8294,2177,2520,1945,1297,280,33,42,21720,5864,5743,121,11297,9509,1788,4559,4462,97,null,null,null,null,null,null,null,null
2017,TN,perry,perry_TN,0.154,1210,1.3,SNAP,1.85,Other Nutrition Program,0.721,0.088,0.191,633000,3.06,0.255,440,0.83,0.17,37096,35.61,-87.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,pickett,pickett_TN,0.124,630,1.3,SNAP,1.85,Other Nutrition Program,0.588,0.164,0.248,319000,2.97,0.228,210,0.83,0.18,38549,36.57,-85.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,polk,polk_TN,0.122,2040,1.3,SNAP,1.85,Other Nutrition Program,0.631,0.095,0.274,1063000,3.05,0.206,700,0.76,0.24,37307,35.17,-84.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,putnam,putnam_TN,0.144,10850,1.3,SNAP,1.85,Other Nutrition Program,0.649,0.086,0.265,5509000,2.98,0.209,3320,0.73,0.27,38501,36.15,-85.5,0500000US47141,49831,2853,3931,18695,9733,2854,6900,4865,77674,72682,4992,77674,75247,2427,30679,7886,7528,5202,5253,3321,637,852,76527,17883,17626,257,46419,40333,6086,12225,12133,92,77674,72346,1939,322,1177,0,919,971
2017,TN,rhea,rhea_TN,0.147,4790,1.3,SNAP,1.85,Other Nutrition Program,0.628,0.136,0.236,2575000,3.15,0.235,1750,0.81,0.19,37321,35.49,-85.01,0500000US47143,21265,1084,1675,8307,4259,2030,2647,1263,32691,31046,1645,32691,32029,662,12435,3116,3046,2099,2317,898,666,293,32298,8405,7992,413,18319,15458,2861,5574,5574,0,null,null,null,null,null,null,null,null
2017,TN,roane,roane_TN,0.12,6360,1.3,SNAP,1.85,Other Nutrition Program,0.575,0.16,0.265,3437000,3.17,0.188,1910,0.77,0.23,37748,35.93,-84.56,0500000US47145,38081,1971,2882,14434,9437,2671,3689,2997,53036,52684,352,53036,52955,81,20614,4347,4250,3046,5495,2151,810,515,52358,10443,10304,139,30773,25678,5095,11142,11039,103,null,null,null,null,null,null,null,null
2017,TN,robertson,robertson_TN,0.1,6890,1.3,SNAP,1.85,Other Nutrition Program,0.506,0.172,0.322,3398000,2.89,0.165,2820,0.72,0.28,37010,36.58,-87.06,0500000US47147,47296,2000,3679,18571,9919,4050,5616,3461,70177,65287,4890,70177,68130,2047,25884,2872,5253,4698,6795,3800,1715,751,69246,17801,17301,500,41837,37081,4756,9608,9505,103,70177,60959,4538,608,337,258,1653,1824
2017,TN,rutherford,rutherford_TN,0.113,33630,1.3,SNAP,1.85,Other Nutrition Program,0.485,0.142,0.373,18063000,3.15,0.153,11420,0.63,0.37,37037,35.7,-86.34,0500000US47149,199945,5337,13418,52025,43119,16883,49337,19826,317157,291663,25494,317157,303379,13778,112519,11684,18191,17691,33979,19492,6569,4913,314617,84023,79221,4802,199812,178434,21378,30782,30294,488,317157,247022,47146,818,10840,0,1804,9527
2017,TN,scott,scott_TN,0.157,3450,1.3,SNAP,1.85,Other Nutrition Program,0.692,0.11,0.198,1848000,3.14,0.239,1270,0.84,0.16,37732,36.33,-84.6,0500000US47151,14902,1344,1695,6203,2809,1170,1060,621,21989,21795,194,21989,21989,0,8961,2497,2650,1580,1361,857,16,0,21657,6289,6082,207,12488,10387,2101,2880,2880,0,null,null,null,null,null,null,null,null
2017,TN,sequatchie,sequatchie_TN,0.114,1670,1.3,SNAP,1.85,Other Nutrition Program,0.568,0.218,0.214,904000,3.17,0.191,620,0.75,0.25,37327,35.37,-85.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,sevier,sevier_TN,0.117,11160,1.3,SNAP,1.85,Other Nutrition Program,0.616,0.219,0.165,6072000,3.19,0.189,3810,0.89,0.11,37738,35.72,-83.49,0500000US47155,69189,2821,7236,25811,16616,5337,7861,3507,97638,91762,5876,97638,93297,4341,36444,5166,9101,8887,8811,3121,490,868,96754,20860,19885,975,57573,43013,14560,18321,18198,123,97638,92929,781,472,559,49,604,2244
2017,TN,shelby,shelby_TN,0.198,185600,1.3,SNAP,1.85,Other Nutrition Program,0.589,0.148,0.263,96066000,3.03,0.208,49410,0.66,0.34,37501,35.1,-90,0500000US47157,614274,24305,43774,170387,141053,39708,113316,81731,936961,877390,59571,936961,898048,38913,347221,70084,71448,60015,69232,40379,17505,18558,923753,247381,235143,12238,556559,473391,83168,119813,119565,248,936961,366230,501621,1514,23830,1917,26413,15436
2017,TN,smith,smith_TN,0.112,2150,1.3,SNAP,1.85,Other Nutrition Program,0.595,0.232,0.173,1126000,3.07,0.175,800,0.91,0.09,37030,36.25,-85.94,0500000US47159,14078,647,914,7119,2107,1257,1406,628,21464,21269,195,21464,21317,147,8115,1289,2922,1352,1466,723,168,195,21248,5754,5441,313,12773,11854,919,2721,2721,0,null,null,null,null,null,null,null,null
2017,TN,stewart,stewart_TN,0.135,1790,1.3,SNAP,1.85,Other Nutrition Program,0.545,0.106,0.349,932000,3.05,0.223,630,0.7,0.3,37023,36.59,-87.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,sullivan,sullivan_TN,0.124,19340,1.3,SNAP,1.85,Other Nutrition Program,0.606,0.141,0.253,10036000,3.04,0.205,6340,0.8,0.2,37617,36.53,-82.32,0500000US47163,114943,5022,11434,40282,21952,9007,16865,10381,157158,154222,2936,157158,155599,1559,67685,14540,16810,10543,14029,6653,2757,2353,155456,32228,31559,669,89973,78881,11092,33255,33255,0,157158,147979,2926,241,839,93,1321,3759
2017,TN,sumner,sumner_TN,0.097,17060,1.3,SNAP,1.85,Other Nutrition Program,0.457,0.156,0.388,9079000,3.12,0.153,6490,0.63,0.37,37022,36.5,-86.3,0500000US47165,126117,4003,8214,37163,29532,11758,23788,11659,183545,174511,9034,183545,178300,5245,66063,7399,10163,12195,18049,10320,3604,4333,181814,45624,44620,1004,109169,95029,14140,27021,26948,73,183545,161227,13745,880,2497,89,1838,3269
2017,TN,tipton,tipton_TN,0.136,8370,1.3,SNAP,1.85,Other Nutrition Program,0.516,0.142,0.342,4555000,3.19,0.186,2900,0.66,0.34,38004,35.44,-89.77,0500000US47167,39963,1121,3614,16696,9304,2645,4661,1922,61366,59757,1609,61366,61164,202,20808,4106,3495,3541,5032,2962,1086,586,60837,17030,16674,356,35600,32595,3005,8207,8207,0,61366,47628,10782,50,807,0,395,1704
2017,TN,trousdale,trousdale_TN,0.125,1100,1.3,SNAP,1.85,Other Nutrition Program,0.612,0.261,0.127,584000,3.11,0.168,310,0.84,0.16,37057,36.4,-86.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,unicoi,unicoi_TN,0.135,2410,1.3,SNAP,1.85,Other Nutrition Program,0.61,0.216,0.174,1265000,3.08,0.225,760,0.85,0.15,37650,36.14,-82.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,union,union_TN,0.134,2560,1.3,SNAP,1.85,Other Nutrition Program,0.646,0.166,0.189,1365000,3.13,0.225,960,0.85,0.15,37779,36.2,-83.74,0500000US47173,14414,1746,1331,7463,2183,615,630,446,null,null,null,20212,20124,88,7476,1136,2398,1827,1195,648,105,167,20041,4521,4334,187,11659,10139,1520,3861,3783,78,null,null,null,null,null,null,null,null
2017,TN,van buren,van buren_TN,0.118,670,1.3,SNAP,1.85,Other Nutrition Program,0.621,0.168,0.211,351000,3.07,0.217,230,0.93,0.07,38585,35.74,-85.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,warren,warren_TN,0.129,5180,1.3,SNAP,1.85,Other Nutrition Program,0.691,0.158,0.151,2581000,2.92,0.219,2100,0.87,0.14,37110,35.68,-85.77,0500000US47177,27969,2736,2722,12334,4337,1480,2556,1804,40651,36944,3707,40651,38116,2535,16382,4326,5349,1983,2648,1173,485,418,40180,9822,9033,789,23355,18204,5151,7003,6929,74,null,null,null,null,null,null,null,null
2017,TN,washington,washington_TN,0.129,16300,1.3,SNAP,1.85,Other Nutrition Program,0.566,0.141,0.294,8494000,3.05,0.189,4690,0.72,0.28,37601,36.33,-82.36,0500000US47179,88485,2278,6645,25609,18236,6605,16850,12262,127806,123394,4412,127806,124523,3283,53071,12036,14094,7252,10129,5876,1248,2436,126062,26367,24714,1653,77743,65837,11906,21952,21952,0,127806,116058,5985,206,2386,0,792,2379
2017,TN,wayne,wayne_TN,0.135,2260,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.128,0.255,1126000,2.92,0.224,690,0.87,0.13,38425,35.38,-87.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TN,weakley,weakley_TN,0.151,5100,1.3,SNAP,1.85,Other Nutrition Program,0.609,0.131,0.26,2535000,2.91,0.212,1410,0.81,0.19,38225,36.27,-88.69,0500000US47183,21452,1032,2241,7488,4577,763,3203,2148,33337,32520,817,33337,32832,505,14329,3918,3922,2909,2000,1062,195,323,32907,7114,6169,945,20060,17240,2820,5733,5613,120,33337,28957,2583,143,289,57,838,470
2017,TN,white,white_TN,0.122,3210,1.3,SNAP,1.85,Other Nutrition Program,0.71,0.231,0.059,1723000,3.14,0.199,1160,1,0,38559,35.85,-85.51,0500000US47185,19106,1261,2345,8254,3896,753,1697,900,26753,26567,186,null,null,null,10308,3371,2136,1772,1914,549,271,295,26330,6256,6124,132,14767,13323,1444,5307,5152,155,null,null,null,null,null,null,null,null
2017,TN,williamson,williamson_TN,0.062,13200,1.3,SNAP,1.85,Other Nutrition Program,0.324,0.11,0.566,7968000,3.54,0.12,7100,0.36,0.65,37014,35.86,-86.65,0500000US47187,147247,2418,4424,19962,23748,8270,53174,35251,226257,215400,10857,226257,216945,9312,77512,3981,6926,8438,16329,16190,10732,14916,225665,65512,62997,2515,130991,120918,10073,29162,29110,52,226257,201922,9027,277,9301,0,844,4886
2017,TN,wilson,wilson_TN,0.092,11830,1.3,SNAP,1.85,Other Nutrition Program,0.412,0.151,0.437,6250000,3.1,0.152,4720,0.57,0.43,37071,36.08,-86.4,0500000US47189,93608,2225,4454,27641,21862,7656,21665,8105,136442,130684,5758,136442,132215,4227,50234,4950,8342,7920,13127,9412,3721,2762,135339,34347,32015,2332,80179,73524,6655,20813,20813,0,136442,119705,9937,178,2776,107,2040,1699
2017,TX,anderson,anderson_TX,0.182,10520,1.65,SNAP,1.85,Other Nutrition Program,0.572,0.055,0.374,4945000,2.75,0.234,2620,0.88,0.12,75763,32.05,-95.5,0500000US48001,43428,3363,6518,16937,10230,2213,2229,1938,57741,47453,10288,57741,55621,2120,16716,3515,4582,3154,3158,1772,292,243,44200,10622,9766,856,26095,20297,5798,7483,7452,31,57741,42937,11579,170,16,33,1432,1574
2017,TX,andrews,andrews_TX,0.084,1480,1.65,SNAP,1.85,Other Nutrition Program,0.642,0.053,0.305,742000,2.94,0.184,1010,0.57,0.43,79714,32.32,-102.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,angelina,angelina_TX,0.189,16570,1.65,SNAP,1.85,Other Nutrition Program,0.645,0.039,0.316,8312000,2.94,0.253,5780,0.69,0.31,75901,31.33,-94.72,0500000US48005,57108,3658,6018,17554,15123,5451,6186,3118,87805,68330,19475,87805,83413,4392,31544,7108,7105,5027,7106,3547,1015,636,85755,23763,20502,3261,48287,33864,14423,13705,13705,0,87805,70197,13998,225,1050,0,1852,483
2017,TX,aransas,aransas_TX,0.165,4100,1.65,SNAP,1.85,Other Nutrition Program,0.65,0.024,0.327,2064000,2.95,0.263,1240,0.71,0.29,78358,28.07,-97.03,0500000US48007,18085,359,1193,6880,4458,2006,1897,1292,21394,18397,2997,21394,21340,54,9231,2221,1900,1210,2165,1413,166,156,20927,2323,2235,88,11076,7780,3296,7528,7528,0,null,null,null,null,null,null,null,null
2017,TX,archer,archer_TX,0.14,1230,1.65,SNAP,1.85,Other Nutrition Program,0.495,0.04,0.465,594000,2.83,0.201,390,0.61,0.39,76351,33.59,-98.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,armstrong,armstrong_TX,0.131,250,1.65,SNAP,1.85,Other Nutrition Program,0.306,0.063,0.631,131000,3.06,0.203,80,0.51,0.49,79019,35.1,-101.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,atascosa,atascosa_TX,0.088,4210,1.65,SNAP,1.85,Other Nutrition Program,0.757,0.049,0.194,1996000,2.78,0.212,2840,0.63,0.37,78008,28.75,-98.3,0500000US48013,30098,4002,3598,12893,4824,1394,2367,1020,48981,17403,31578,48981,45918,3063,15204,2841,3595,2399,4127,1297,444,501,48522,13834,12269,1565,27975,20131,7844,6713,6455,258,null,null,null,null,null,null,null,null
2017,TX,austin,austin_TX,0.147,4300,1.65,SNAP,1.85,Other Nutrition Program,0.521,0.036,0.443,2286000,3.12,0.228,1610,0.54,0.46,77418,29.94,-96.25,0500000US48015,19773,1096,2258,6841,3305,1564,3180,1529,29786,22128,7658,29786,27842,1944,10271,1216,1834,1676,2551,2118,384,492,29503,7903,7127,776,16662,12876,3786,4938,4862,76,29786,22837,2589,0,301,0,3203,856
2017,TX,bailey,bailey_TX,0.112,800,1.65,SNAP,1.85,Other Nutrition Program,0.876,0.057,0.067,406000,2.98,0.243,500,0.88,0.12,79320,33.86,-102.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,bandera,bandera_TX,0.145,3090,1.65,SNAP,1.85,Other Nutrition Program,0.52,0.059,0.421,1793000,3.4,0.255,950,0.63,0.37,78003,29.72,-99.07,0500000US48019,18304,1066,1609,5561,4116,1479,3113,1360,22351,19488,2863,22351,20859,1492,9214,607,1890,2450,2434,957,498,378,22164,2753,2034,719,13066,8533,4533,6345,6345,0,22351,21041,584,0,171,0,96,459
2017,TX,bastrop,bastrop_TX,0.125,10040,1.65,SNAP,1.85,Other Nutrition Program,0.66,0.059,0.282,4764000,2.78,0.203,4180,0.75,0.26,78602,30.11,-97.3,0500000US48021,54698,4266,5415,15002,11266,4913,10163,3673,84761,52687,32074,84761,79893,4868,24249,2556,2909,4364,6761,4391,2242,1026,82483,24174,22304,1870,48291,36564,11727,10018,10018,0,84761,60565,7170,295,648,0,14870,1213
2017,TX,baylor,baylor_TX,0.162,590,1.65,SNAP,1.85,Other Nutrition Program,0.649,0.099,0.253,283000,2.81,0.184,140,0.92,0.08,76380,33.59,-99.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,bee,bee_TX,0.139,4540,1.65,SNAP,1.85,Other Nutrition Program,0.577,0.063,0.36,2004000,2.59,0.254,1790,0.67,0.33,78102,28.4,-97.74,0500000US48025,19306,1535,2798,7762,4174,1088,1033,916,29470,13151,16319,29470,29280,190,7184,2049,1363,1424,1503,665,85,95,21992,7257,6744,513,12065,8850,3215,2670,2670,0,29470,24766,3253,205,0,0,504,742
2017,TX,bell,bell_TX,0.187,62960,1.65,SNAP,1.85,Other Nutrition Program,0.598,0.044,0.358,28982000,2.7,0.227,21210,0.67,0.33,76501,31.09,-97.36,0500000US48027,210326,6469,10536,52164,58538,25962,37082,19575,347833,261526,86307,347833,336228,11605,122333,17111,26588,23907,30579,17152,3558,3438,330457,102031,97740,4291,192897,162622,30275,35529,35323,206,347833,221697,81137,2453,11321,2678,10864,17683
2017,TX,bexar,bexar_TX,0.114,216220,1.65,SNAP,1.85,Other Nutrition Program,0.747,0.024,0.229,105479000,2.86,0.21,103360,0.65,0.35,78002,29.28,-98.73,0500000US48029,1249712,85817,105531,322164,284958,103964,218312,128966,1958578,777263,1181315,1958578,1813441,145137,633422,109974,127760,105753,142662,86221,31635,29417,1928695,530974,488782,42192,1171270,925933,245337,226451,222828,3623,1958578,1544827,152183,8639,51987,2543,130730,67669
2017,TX,blanco,blanco_TX,0.131,1450,1.65,SNAP,1.85,Other Nutrition Program,0.572,0.052,0.376,749000,3.03,0.205,420,0.75,0.25,78606,30.09,-98.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,borden,borden_TX,0.129,80,1.65,SNAP,1.85,Other Nutrition Program,0.195,0.03,0.775,39000,2.88,0.238,40,0.13,0.87,79738,32.77,-101.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,bosque,bosque_TX,0.155,2790,1.65,SNAP,1.85,Other Nutrition Program,0.624,0.056,0.32,1315000,2.76,0.247,960,0.72,0.28,76634,31.78,-97.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,TX,bowie,bowie_TX,0.215,20180,1.65,SNAP,1.85,Other Nutrition Program,0.625,0.037,0.338,9587000,2.78,0.256,5700,0.76,0.24,75501,33.44,-94.07,0500000US48037,62638,1574,4054,22645,16252,4214,9387,4512,94012,86720,7292,94012,92228,1784,33164,7299,6408,5187,6737,5064,1448,1021,88586,23260,22374,886,51407,40713,10694,13919,13825,94,94012,65602,23468,1095,711,0,740,2396
2017,TX,brazoria,brazoria_TX,0.14,48610,1.65,SNAP,1.85,Other Nutrition Program,0.454,0.049,0.497,23688000,2.86,0.203,18850,0.51,0.49,77422,29.04,-95.56,0500000US48039,236616,10948,16666,54362,57777,20305,48297,28261,362457,251400,111057,362457,339105,23352,119770,13710,13975,15543,27034,28084,11191,10233,350358,100882,92163,8719,209250,177680,31570,40226,38060,2166,362457,257337,51676,3208,23253,46,16343,10594
2017,TX,brazos,brazos_TX,0.203,43590,1.65,SNAP,1.85,Other Nutrition Program,0.683,0.003,0.314,21530000,2.89,0.223,9850,0.66,0.34,77801,30.66,-96.36,0500000US48041,117763,8448,7699,22849,22603,8004,26793,21367,222830,165451,57379,222830,202996,19834,79725,21024,14901,12531,15915,9173,3167,3014,218498,54885,49582,5303,145186,123469,21717,18427,18159,268,222830,172921,23788,598,13105,33,5820,6565
